s,k,res,acc_mean,acc_std,n_runs
4,30,1.3,0.3011452,0.03644867087233771,10
4,30,1.4,0.2663428,0.03713022415176078,10
4,30,1.5,0.278175,0.04052483115078952,10
8,5,0.6,0.4831366,0.04870370912815573,10
8,5,0.7,0.4674532,0.0879647246784755,10
8,5,0.8,0.4806038,0.05855466079792453,10
8,5,0.9,0.4196044,0.07116789174367891,10
8,5,1.0,0.37574609999999997,0.061496208025292105,10
8,5,1.1,0.3441014,0.0539934823718567,10
8,5,1.2,0.2928176,0.045110508108865265,10
8,5,1.3,0.3093684,0.03890513471047235,10
8,5,1.4,0.2756072,0.051405906269221625,10
8,5,1.5,0.2620403,0.031375503094133804,10
8,10,0.6,0.5018738,0.042059405739501364,10
8,10,0.7,0.5063844,0.043177557879528115,10
8,10,0.8,0.5291811,0.05402751190356632,10
8,10,0.9,0.5247746,0.062049195922590325,10
8,10,1.0,0.5035046,0.07221494163980194,10
8,10,1.1,0.4336226,0.08663009063968478,10
8,10,1.2,0.3948299,0.05514150540101348,10
8,10,1.3,0.3843512,0.051086152784879005,10
8,10,1.4,0.3879249,0.04534885232825634,10
8,10,1.5,0.3685636,0.07410076363871022,10
8,15,0.6,0.5218251,0.04970721464827816,10
8,15,0.7,0.5124565,0.05546134119952384,10
8,15,0.8,0.5200903,0.06482606483822691,10
8,15,0.9,0.4996876,0.050734906006023095,10
8,15,1.0,0.5193615,0.04895969227282786,10
8,15,1.1,0.4948995,0.09009844830545084,10
8,15,1.2,0.4615893,0.059669558656068517,10
8,15,1.3,0.4504164,0.053413121202940395,10
8,15,1.4,0.3953853,0.058822329296024996,10
8,15,1.5,0.3845245,0.055069858634737755,10
8,20,0.6,0.5382025,0.03755632817582145,10
8,20,0.7,0.4936155,0.03867901929793464,10
8,20,0.8,0.5357041,0.03610842211853074,10
8,20,0.9,0.5326856,0.063282913684817,10
8,20,1.0,0.5029841,0.06571709105468684,10
8,20,1.1,0.5108952,0.05777996360123464,10
8,20,1.2,0.4748785,0.08597579767149591,10
8,20,1.3,0.4659264,0.07696068106923172,10
8,20,1.4,0.4490632,0.06131116926922858,10
8,20,1.5,0.3862249,0.057994610845232865,10
8,30,0.6,0.4568703,0.05839551546831313,10
8,30,0.7,0.5253643,0.026586332424950985,10
8,30,0.8,0.5267871,0.038871728933635045,10
8,30,0.9,0.5403884999999999,0.04019694913609738,10
8,30,1.0,0.5255724,0.051686547017962034,10
8,30,1.1,0.5156489,0.04348961738035874,10
8,30,1.2,0.4921234,0.07113063921574163,10
8,30,1.3,0.4775156,0.07722442879840549,10
8,30,1.4,0.442297,0.07032028615698317,10
8,30,1.5,0.4353921,0.09824954595666079,10
16,5,0.6,0.5883069,0.04499358426809314,10
16,5,0.7,0.5987857,0.03217797107354659,10
16,5,0.8,0.6082582,0.033629376698951774,10
16,5,0.9,0.6224844,0.030681088315768722,10
16,5,1.0,0.5807426,0.05779424701161872,10
16,5,1.1,0.5565230999999999,0.0666917869432961,10
16,5,1.2,0.517592,0.049406861557884846,10
16,5,1.3,0.49483,0.029644189619552768,10
16,5,1.4,0.4488548,0.038295420190409185,10
16,5,1.5,0.3976405,0.06666451017632996,10
16,10,0.6,0.5690839,0.025105360771954657,10
16,10,0.7,0.5934074,0.04560502439687978,10
16,10,0.8,0.6305691,0.03266409870316338,10
16,10,0.9,0.6224497,0.039896710977347496,10
16,10,1.0,0.6225884,0.031290045040555624,10
16,10,1.1,0.5988203,0.034045668740825166,10
16,10,1.2,0.5883069,0.05921508112879689,10
16,10,1.3,0.5906315,0.06401520581432196,10
16,10,1.4,0.5298403,0.06997797238710193,10
16,10,1.5,0.5461485,0.07359780884951672,10
16,15,0.6,0.5713045999999999,0.025688088929307275,10
16,15,0.7,0.5951075,0.032078443155022354,10
16,15,0.8,0.5861902,0.03439151462148767,10
16,15,0.9,0.6161,0.044396735425028706,10
16,15,1.0,0.6090909,0.03687133402102506,10
16,15,1.1,0.6369882,0.02564297318877045,10
16,15,1.2,0.6183552,0.03346940281152325,10
16,15,1.3,0.6044762,0.05602286566893913,10
16,15,1.4,0.6061415,0.05736451010729544,10
16,15,1.5,0.5357045,0.05731086213493914,10
16,20,0.6,0.5552741,0.038485803957953126,10
16,20,0.7,0.5682511,0.044227656940991136,10
16,20,0.8,0.6166204,0.031694970286151085,10
16,20,0.9,0.6115893,0.027228338579685683,10
16,20,1.0,0.6134974,0.042878409747097654,10
16,20,1.1,0.6271685,0.03336511786057409,10
16,20,1.2,0.6208188,0.03495570073049602,10
16,20,1.3,0.6019778,0.06201029151971468,10
16,20,1.4,0.6027065,0.054296338442384864,10
16,20,1.5,0.5939974,0.06527994712957419,10
16,30,0.6,0.5608605,0.030803809297715114,10
16,30,0.7,0.5623177,0.031213638432742816,10
16,30,0.8,0.6116584,0.028238663517241754,10
16,30,0.9,0.6165856,0.03520879392765391,10
16,30,1.0,0.6284525,0.023810083852225307,10
16,30,1.1,0.6220681,0.04642696342094754,10
16,30,1.2,0.6290423,0.01662339760728836,10
16,30,1.3,0.642991,0.024929894015017398,10
16,30,1.4,0.6126647000000001,0.03766979688835606,10
16,30,1.5,0.6092644,0.049355072981812124,10
32,5,0.6,0.6678002,0.020508393846422977,10
32,5,0.7,0.654025,0.028593533352840463,10
32,5,0.8,0.6637057,0.015497329538020412,10
32,5,0.9,0.6707495,0.016027743654363834,10
32,5,1.0,0.6685636,0.023780119344528092,10
32,5,1.1,0.6466343,0.06558030892585061,10
32,5,1.2,0.6582234,0.026590802876934744,10
32,5,1.3,0.5928523,0.04965187354380498,10
32,5,1.4,0.5650244,0.05658869452673387,10
32,5,1.5,0.5312283,0.06458777848176851,10
32,10,0.6,0.6183554,0.03647059451996909,10
32,10,0.7,0.61839,0.0518171046392984,10
32,10,0.8,0.6627688,0.03997886305236806,10
32,10,0.9,0.6722414,0.020189379555598016,10
32,10,1.0,0.6685636,0.020763709939218476,10
32,10,1.1,0.6670367,0.01887903924488743,10
32,10,1.2,0.682651,0.029993033657834615,10
32,10,1.3,0.6464260000000001,0.0376078837453,10
32,10,1.4,0.6671061,0.017826864724061826,10
32,10,1.5,0.6582581,0.016934217539939678,10
32,15,0.6,0.6101666,0.0319522475991909,10
32,15,0.7,0.6364678,0.0388023039929332,10
32,15,0.8,0.6546843,0.029943906275067045,10
32,15,0.9,0.660826,0.01849331588980192,10
32,15,1.0,0.6763011999999999,0.019575117015231368,10
32,15,1.1,0.6757808,0.016515149898199532,10
32,15,1.2,0.6794934,0.02532719078460933,10
32,15,1.3,0.6884802,0.017205254248629995,10
32,15,1.4,0.6714781,0.026183035146636464,10
32,15,1.5,0.6893477,0.04297070527010231,10
32,20,0.6,0.5894517,0.024267718104716816,10
32,20,0.7,0.6300485,0.054343413768827585,10
32,20,0.8,0.6624218,0.027753569355309964,10
32,20,0.9,0.6624219,0.030777133146055045,10
32,20,1.0,0.675399,0.01077342377334151,10
32,20,1.1,0.6645385,0.02580472167356198,10
32,20,1.2,0.6870229,0.01580123170167441,10
32,20,1.3,0.6788688,0.01349226500480924,10
32,20,1.4,0.6869882,0.019168540918911903,10
32,20,1.5,0.6722762,0.03329465725848517,10
32,30,0.6,0.5834836999999999,0.02174783793874691,10
32,30,0.7,0.5941012,0.02392693233074397,10
32,30,0.8,0.6375434,0.034913397873022924,10
32,30,0.9,0.6563152,0.035633994476623035,10
32,30,1.0,0.6572867,0.026525416362613432,10
32,30,1.1,0.6827897,0.01923888653768717,10
32,30,1.2,0.6629772,0.03241253296735693,10
32,30,1.3,0.6806732,0.016419902215299563,10
32,30,1.4,0.6906662,0.023432497164408227,10
32,30,1.5,0.6857045,0.024695599924885382,10
64,5,0.6,0.6907008,0.023320166936795297,10
64,5,0.7,0.6888273,0.014753555375230758,10
64,5,0.8,0.6888272,0.021102700721945516,10
64,5,0.9,0.6973282,0.012064735511398491,10
64,5,1.0,0.6799791,0.02456532951722814,10
64,5,1.1,0.6985078,0.0266341315600866,10
64,5,1.2,0.6565234,0.04558971659968946,10
64,5,1.3,0.6287648,0.04254050789259572,10
64,5,1.4,0.6257807,0.04264151655616861,10
64,5,1.5,0.5943788,0.0482627448614353,10
64,10,0.6,0.6534352,0.039737282395251934,10
64,10,0.7,0.6781749,0.046120662088591065,10
64,10,0.8,0.688515,0.03265139109134556,10
64,10,0.9,0.6912907,0.022570772295382367,10
64,10,1.0,0.7019777,0.024944649819350052,10
64,10,1.1,0.6977793,0.01751343822925698,10
64,10,1.2,0.6970855,0.006751325310633458,10
64,10,1.3,0.6856695,0.03533314316686246,10
64,10,1.4,0.695281,0.023386623146576736,10
64,10,1.5,0.6842125,0.022705744516531515,10
64,15,0.6,0.6292158,0.038373943768656354,10
64,15,0.7,0.6859126,0.03578973246672849,10
64,15,0.8,0.6765442,0.03349356545308366,10
64,15,0.9,0.6935462,0.017824014423243703,10
64,15,1.0,0.6948995,0.01904669094751105,10
64,15,1.1,0.7028452,0.008425637658954946,10
64,15,1.2,0.7057598,0.021844369900731873,10
64,15,1.3,0.7138792,0.018609572503418763,10
64,15,1.4,0.7116585,0.02912856142431342,10
64,15,1.5,0.7017695,0.01937472588838355,10
64,20,0.6,0.6183554,0.030029547279970772,10
64,20,0.7,0.6465997,0.04055225584859614,10
64,20,0.8,0.6894518,0.03255385292649704,10
64,20,0.9,0.6976404,0.012838492444208554,10
64,20,1.0,0.6987853,0.006198100516287222,10
64,20,1.1,0.6825469000000001,0.01984336363346698,10
64,20,1.2,0.7019431,0.014787399571594743,10
64,20,1.3,0.714816,0.013362575253296066,10
64,20,1.4,0.7078766,0.026652214306507445,10
64,20,1.5,0.7179042,0.01787131797490046,10
64,30,0.6,0.599792,0.018321282220412433,10
64,30,0.7,0.6071133,0.015792896770700407,10
64,30,0.8,0.6499306,0.04778669148873984,10
64,30,0.9,0.6895212,0.014484465470289186,10
64,30,1.0,0.6895907,0.020349503478217845,10
64,30,1.1,0.7014226,0.012687654615412571,10
64,30,1.2,0.7020819,0.0092470320476356,10
64,30,1.3,0.6965303,0.01927416870866289,10
64,30,1.4,0.7117972,0.017381039864173834,10
64,30,1.5,0.7191533,0.013575034232369372,10
128,5,0.6,0.6846289,0.034752960591725134,10
128,5,0.7,0.69254,0.019798108091431368,10
128,5,0.8,0.6990632,0.02279344464445864,10
128,5,0.9,0.7061761,0.028263085413485906,10
128,5,1.0,0.6827552,0.04806955353610016,10
128,5,1.1,0.6999653,0.03305227898057862,10
128,5,1.2,0.6554474,0.04486077854696684,10
128,5,1.3,0.6597155,0.037972692970738846,10
128,5,1.4,0.6314711,0.05572372626529922,10
128,5,1.5,0.6329633,0.04282032615254113,10
128,10,0.6,0.6903886,0.0378160631430613,10
128,10,0.7,0.7132545,0.012251203093982223,10
128,10,0.8,0.7003121999999999,0.01944382867030052,10
128,10,0.9,0.704719,0.009644540808146352,10
128,10,1.0,0.7142611,0.018409731532263034,10
128,10,1.1,0.7107564,0.012416150298703691,10
128,10,1.2,0.7132893,0.02679173940993754,10
128,10,1.3,0.7109299,0.024305660350831853,10
128,10,1.4,0.6926786,0.020944744401400543,10
128,10,1.5,0.6803262,0.05213205023744989,10
128,15,0.6,0.6598545,0.04235065675110599,10
128,15,0.7,0.6855654999999999,0.0339387543856577,10
128,15,0.8,0.7094378,0.013100114539957262,10
128,15,0.9,0.7108952,0.008643546202803555,10
128,15,1.0,0.6994102,0.01835532627767756,10
128,15,1.1,0.7083968,0.01879104679255522,10
128,15,1.2,0.7069049000000001,0.01577899651086848,10
128,15,1.3,0.7063497,0.03125606333833484,10
128,15,1.4,0.7259542999999999,0.01290256376112902,10
128,15,1.5,0.7204374,0.02535005239521213,10
128,20,0.6,0.6178699,0.0010644475985223524,10
128,20,0.7,0.6880293,0.036277459607999024,10
128,20,0.8,0.6934767000000001,0.02929105898068556,10
128,20,0.9,0.7101666,0.007290049138380344,10
128,20,1.0,0.7090214,0.009956784292129654,10
128,20,1.1,0.7142956,0.008761837389497706,10
128,20,1.2,0.7180778,0.013416341437217528,10
128,20,1.3,0.7188411,0.020183337243627468,10
128,20,1.4,0.7210964,0.0234901872031706,10
128,20,1.5,0.7213741,0.0250741346668235,10
128,30,0.6,0.6176617,0.0010801681396893587,10
128,30,0.7,0.6474326,0.039367038659772216,10
128,30,0.8,0.7047881,0.015586198352709354,10
128,30,0.9,0.708397,0.012304218073490096,10
128,30,1.0,0.7066967,0.016174755497688372,10
128,30,1.1,0.7021514,0.01898413933366483,10
128,30,1.2,0.7166204,0.006458004540103716,10
128,30,1.3,0.7141222,0.011022244833063716,10
128,30,1.4,0.7156488,0.014616130211516308,10
128,30,1.5,0.7241846,0.013948081174125713,10
256,5,0.6,0.7100971,0.017292167142668947,10
256,5,0.7,0.7109994,0.022626390826643143,10
256,5,0.8,0.7168286,0.012786225199017866,10
256,5,0.9,0.7198821,0.023148659548449007,10
256,5,1.0,0.7105136,0.020092649034908247,10
256,5,1.1,0.6746703000000001,0.04701541115006867,10
256,5,1.2,0.6397293000000001,0.042451556965675576,10
256,5,1.3,0.6588479,0.03143884639566154,10
256,5,1.4,0.6135324,0.05215601584131978,10
256,5,1.5,0.5975019,0.04772449292648379,10
256,10,0.6,0.7121444,0.01180865110162886,10
256,10,0.7,0.7113809,0.012583397883322288,10
256,10,0.8,0.7136711,0.021817804341638037,10
256,10,0.9,0.718841,0.008753554934996402,10
256,10,1.0,0.7196739,0.021276187188732847,10
256,10,1.1,0.7263706,0.014543685634666341,10
256,10,1.2,0.7269951,0.027863636835309225,10
256,10,1.3,0.7111034,0.029515113186975923,10
256,10,1.4,0.7114157,0.026543484017928002,10
256,10,1.5,0.6856002999999999,0.04718952144078174,10
256,15,0.6,0.7031575999999999,0.02891667168330409,10
256,15,0.7,0.7181472,0.005368661989732621,10
256,15,0.8,0.7103052,0.016742054072305456,10
256,15,0.9,0.7164816,0.013993546714110761,10
256,15,1.0,0.7262317,0.015691833220181743,10
256,15,1.1,0.7345593,0.018478307877346344,10
256,15,1.2,0.7216516,0.019548308377964566,10
256,15,1.3,0.7317488,0.03180852341370154,10
256,15,1.4,0.7180778,0.030032694543780117,10
256,15,1.5,0.725052,0.045349454228248445,10
256,20,0.6,0.681263,0.04112136404352367,10
256,20,0.7,0.7139485999999999,0.008454140550050017,10
256,20,0.8,0.7148507,0.009132538245745244,10
256,20,0.9,0.7167245,0.010219346155698986,10
256,20,1.0,0.7162389,0.014370045772021755,10
256,20,1.1,0.7266481,0.010380228113582099,10
256,20,1.2,0.7193615,0.012205626974883336,10
256,20,1.3,0.7317835,0.018966832388408985,10
256,20,1.4,0.7287994,0.02705808605648226,10
256,20,1.5,0.7226579,0.025502877682528294,10
256,30,0.6,0.6279324000000001,0.02745891961895077,10
256,30,0.7,0.7068007000000001,0.029819634696119264,10
256,30,0.8,0.7162385,0.007134433351710563,10
256,30,0.9,0.7181817,0.005222788279262327,10
256,30,1.0,0.7065579,0.021636228545890344,10
256,30,1.1,0.7184941,0.010613373266308875,10
256,30,1.2,0.7253642,0.014977618761338534,10
256,30,1.3,0.7326509,0.013272727319206102,10
256,30,1.4,0.7261971,0.010494242311382006,10
256,30,1.5,0.7293892,0.02931785828398794,10
512,5,0.6,0.7175225,0.0167468301851425,10
512,5,0.7,0.7224497,0.022607328794220696,10
512,5,0.8,0.7275503,0.03362454014272907,10
512,5,0.9,0.7363983000000001,0.02293494716824089,10
512,5,1.0,0.7007981,0.05400053528521731,10
512,5,1.1,0.71263,0.03567232474902638,10
512,5,1.2,0.683102,0.03932281465002218,10
512,5,1.3,0.6404234,0.04283666161408941,10
512,5,1.4,0.6343511,0.054017664718960204,10
512,5,1.5,0.5961485,0.03540024593205533,10
512,10,0.6,0.7209924,0.005848419926783632,10
512,10,0.7,0.7140527999999999,0.007594752080219608,10
512,10,0.8,0.7204025000000001,0.01217089926217452,10
512,10,0.9,0.7313670999999999,0.020966897803203974,10
512,10,1.0,0.7468772,0.011157630669635911,10
512,10,1.1,0.7509369,0.019673419288217277,10
512,10,1.2,0.7464954,0.02028297065126309,10
512,10,1.3,0.7154753,0.050485803949328174,10
512,10,1.4,0.6852187,0.05155567190920896,10
512,10,1.5,0.6557252,0.0443061460856166,10
512,15,0.6,0.7163081,0.010107004486493508,10
512,15,0.7,0.71839,0.011574055788702596,10
512,15,0.8,0.7187022000000001,0.008838432709479664,10
512,15,0.9,0.7208536,0.01195270410576619,10
512,15,1.0,0.7280361,0.015541576724708463,10
512,15,1.1,0.7359127,0.01848107294531355,10
512,15,1.2,0.7416725,0.01899746976441863,10
512,15,1.3,0.7261971,0.022402451778544243,10
512,15,1.4,0.7472586999999999,0.01989941314737697,10
512,15,1.5,0.7097155,0.03979244357475424,10
512,20,0.6,0.7147467,0.011440330048123627,10
512,20,0.7,0.7171755,0.00758533283712719,10
512,20,0.8,0.7142955,0.01542965244747916,10
512,20,0.9,0.7207843,0.008489520140149262,10
512,20,1.0,0.7274809,0.012105886175328102,10
512,20,1.1,0.731957,0.0189728838872745,10
512,20,1.2,0.7425052,0.01936478028690231,10
512,20,1.3,0.749098,0.02017887514704423,10
512,20,1.4,0.7311937,0.019378933907983675,10
512,20,1.5,0.7282789,0.020897697966283275,10
512,30,0.6,0.6943095,0.03868062728614934,10
512,30,0.7,0.7078418,0.030225104899073547,10
512,30,0.8,0.721027,0.002578095576195732,10
512,30,0.9,0.7176266,0.011779860187625326,10
512,30,1.0,0.7153712999999999,0.01326991602874712,10
512,30,1.1,0.7233174,0.018135684785527108,10
512,30,1.2,0.7407355999999999,0.01677866832141335,10
512,30,1.3,0.7497919,0.011170785902970333,10
512,30,1.4,0.7538863,0.015512802371267419,10
512,30,1.5,0.7352534,0.03131067251976553,10
1024,5,0.6,0.7221028,0.018309673130889055,10
1024,5,0.7,0.7208536,0.012526378400798862,10
1024,5,0.8,0.7293544000000001,0.022056132327314317,10
1024,5,0.9,0.712769,0.0539911375746057,10
1024,5,1.0,0.7248091,0.02231466256276351,10
1024,5,1.1,0.6552048,0.03828626413166998,10
1024,5,1.2,0.6427826,0.04304285092602489,10
1024,5,1.3,0.618286,0.0275715955105975,10
1024,5,1.4,0.6242539,0.042598763065258144,10
1024,5,1.5,0.5951076,0.030580875318407755,10
1024,10,0.6,0.7207495,0.00901744654821973,10
1024,10,0.7,0.7223109,0.002404336933543218,10
1024,10,0.8,0.7308121,0.014646555598160279,10
1024,10,0.9,0.7372311,0.02265918395904848,10
1024,10,1.0,0.75805,0.013821011301637823,10
1024,10,1.1,0.7566274,0.015227834010127644,10
1024,10,1.2,0.7307079,0.043521812208247954,10
1024,10,1.3,0.7176612,0.042301250553145604,10
1024,10,1.4,0.6784872,0.05306689970367591,10
1024,10,1.5,0.6404234,0.045237992214951346,10
1024,15,0.6,0.7206108,0.00999011885614981,10
1024,15,0.7,0.7208882,0.004044299514130974,10
1024,15,0.8,0.7202637,0.004461877162137035,10
1024,15,0.9,0.7283832,0.021628280379170237,10
1024,15,1.0,0.7538862,0.016789819223565226,10
1024,15,1.1,0.7521513,0.012102745226187324,10
1024,15,1.2,0.7332756,0.022594377735180044,10
1024,15,1.3,0.7334836,0.022483867025936626,10
1024,15,1.4,0.7151285,0.05279007797162265,10
1024,15,1.5,0.6933032,0.047767674644679965,10
1024,20,0.6,0.7200902,0.0041407186767516615,10
1024,20,0.7,0.7228661,0.0027148176531767124,10
1024,20,0.8,0.7190493,0.013043162553997392,10
1024,20,0.9,0.7271687,0.009381328019529012,10
1024,20,1.0,0.7359474,0.026890455125192652,10
1024,20,1.1,0.7523942,0.016992945629289824,10
1024,20,1.2,0.7582927,0.005486784487293061,10
1024,20,1.3,0.7507286,0.012886315533929788,10
1024,20,1.4,0.7443788,0.01630670039462308,10
1024,20,1.5,0.7247746,0.024767266349760907,10
1024,30,0.6,0.7195698,0.004680448264856679,10
1024,30,0.7,0.7227274,0.004395697582864393,10
1024,30,0.8,0.7234907,0.002288359108619116,10
1024,30,0.9,0.7210965,0.005483682179886069,10
1024,30,1.0,0.7232130999999999,0.0019996956993503017,10
1024,30,1.1,0.7390008,0.0173683203551754,10
1024,30,1.2,0.7521861,0.016271750252815464,10
1024,30,1.3,0.7620056,0.0063650719744555995,10
1024,30,1.4,0.7424705,0.01714723195883229,10
1024,30,1.5,0.7176268,0.014330508370605694,10
